,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
10661,India,Wheat,1990,21211,1083.0,75000.0,25.44
10662,India,Wheat,1990,21211,1083.0,75000.0,25.54
10663,India,Wheat,1990,21211,1083.0,75000.0,26.36
10664,India,Wheat,1990,21211,1083.0,75000.0,26.91
10665,India,Wheat,1990,21211,1083.0,75000.0,25.16
10666,India,Wheat,1990,21211,1083.0,75000.0,25.77
10667,India,Wheat,1990,21211,1083.0,75000.0,25.12
10668,India,Wheat,1990,21211,1083.0,75000.0,24.1
10669,India,Wheat,1990,21211,1083.0,75000.0,25.68
10670,India,Wheat,1990,21211,1083.0,75000.0,25.54
10671,India,Wheat,1990,21211,1083.0,75000.0,25.44
10672,India,Wheat,1990,21211,1083.0,75000.0,24.78
10673,India,Wheat,1990,21211,1083.0,75000.0,26.59
10674,India,Wheat,1990,21211,1083.0,75000.0,24.37
10675,India,Wheat,1990,21211,1083.0,75000.0,26.63
10676,India,Wheat,1990,21211,1083.0,75000.0,26.63
10677,India,Wheat,1990,21211,1083.0,75000.0,25.64
10832,India,Wheat,1991,22814,1083.0,72133.0,25.85
10833,India,Wheat,1991,22814,1083.0,72133.0,26.9
10834,India,Wheat,1991,22814,1083.0,72133.0,25.96
10835,India,Wheat,1991,22814,1083.0,72133.0,23.77
10836,India,Wheat,1991,22814,1083.0,72133.0,25.49
10837,India,Wheat,1991,22814,1083.0,72133.0,25.82
10838,India,Wheat,1991,22814,1083.0,72133.0,25.74
10839,India,Wheat,1991,22814,1083.0,72133.0,26.54
10840,India,Wheat,1991,22814,1083.0,72133.0,27.35
10841,India,Wheat,1991,22814,1083.0,72133.0,25.4
10842,India,Wheat,1991,22814,1083.0,72133.0,25.99
10843,India,Wheat,1991,22814,1083.0,72133.0,25.32
10844,India,Wheat,1991,22814,1083.0,72133.0,23.77
10845,India,Wheat,1991,22814,1083.0,72133.0,26.2
10846,India,Wheat,1991,22814,1083.0,72133.0,25.74
10847,India,Wheat,1991,22814,1083.0,72133.0,25.55
10848,India,Wheat,1991,22814,1083.0,72133.0,25.06
10849,India,Wheat,1991,22814,1083.0,72133.0,26.34
10850,India,Wheat,1991,22814,1083.0,72133.0,24.62
10851,India,Wheat,1991,22814,1083.0,72133.0,26.7
10852,India,Wheat,1991,22814,1083.0,72133.0,26.7
10853,India,Wheat,1991,22814,1083.0,72133.0,25.74
11008,India,Wheat,1992,23940,1083.0,70791.0,25.69
11009,India,Wheat,1992,23940,1083.0,70791.0,26.82
11010,India,Wheat,1992,23940,1083.0,70791.0,26.09
11011,India,Wheat,1992,23940,1083.0,70791.0,23.79
11012,India,Wheat,1992,23940,1083.0,70791.0,25.16
11013,India,Wheat,1992,23940,1083.0,70791.0,25.91
11014,India,Wheat,1992,23940,1083.0,70791.0,25.52
11015,India,Wheat,1992,23940,1083.0,70791.0,26.41
11016,India,Wheat,1992,23940,1083.0,70791.0,27.24
11017,India,Wheat,1992,23940,1083.0,70791.0,25.41
11018,India,Wheat,1992,23940,1083.0,70791.0,25.73
11019,India,Wheat,1992,23940,1083.0,70791.0,25.27
11020,India,Wheat,1992,23940,1083.0,70791.0,23.79
11021,India,Wheat,1992,23940,1083.0,70791.0,26.32
11022,India,Wheat,1992,23940,1083.0,70791.0,25.52
11023,India,Wheat,1992,23940,1083.0,70791.0,25.58
11024,India,Wheat,1992,23940,1083.0,70791.0,25.14
11025,India,Wheat,1992,23940,1083.0,70791.0,26.37
11026,India,Wheat,1992,23940,1083.0,70791.0,24.62
11027,India,Wheat,1992,23940,1083.0,70791.0,26.78
11028,India,Wheat,1992,23940,1083.0,70791.0,26.78
11029,India,Wheat,1992,23940,1083.0,70791.0,25.89
11184,India,Wheat,1993,23267,1083.0,66388.0,25.88
11185,India,Wheat,1993,23267,1083.0,66388.0,27.46
11186,India,Wheat,1993,23267,1083.0,66388.0,26.1
11187,India,Wheat,1993,23267,1083.0,66388.0,24.34
11188,India,Wheat,1993,23267,1083.0,66388.0,25.22
11189,India,Wheat,1993,23267,1083.0,66388.0,25.75
11190,India,Wheat,1993,23267,1083.0,66388.0,25.92
11191,India,Wheat,1993,23267,1083.0,66388.0,26.34
11192,India,Wheat,1993,23267,1083.0,66388.0,27.24
11193,India,Wheat,1993,23267,1083.0,66388.0,25.5
11194,India,Wheat,1993,23267,1083.0,66388.0,26.32
11195,India,Wheat,1993,23267,1083.0,66388.0,25.27
11196,India,Wheat,1993,23267,1083.0,66388.0,24.34
11197,India,Wheat,1993,23267,1083.0,66388.0,26.07
11198,India,Wheat,1993,23267,1083.0,66388.0,25.92
11199,India,Wheat,1993,23267,1083.0,66388.0,25.66
11200,India,Wheat,1993,23267,1083.0,66388.0,25.06
11201,India,Wheat,1993,23267,1083.0,66388.0,27.07
11202,India,Wheat,1993,23267,1083.0,66388.0,24.74
11203,India,Wheat,1993,23267,1083.0,66388.0,27.04
11204,India,Wheat,1993,23267,1083.0,66388.0,27.04
11205,India,Wheat,1993,23267,1083.0,66388.0,25.97
11360,India,Wheat,1994,23796,1083.0,61357.0,25.75
11361,India,Wheat,1994,23796,1083.0,61357.0,26.74
11362,India,Wheat,1994,23796,1083.0,61357.0,26.03
11363,India,Wheat,1994,23796,1083.0,61357.0,24.29
11364,India,Wheat,1994,23796,1083.0,61357.0,25.22
11365,India,Wheat,1994,23796,1083.0,61357.0,25.33
11366,India,Wheat,1994,23796,1083.0,61357.0,25.87
11367,India,Wheat,1994,23796,1083.0,61357.0,26.54
11368,India,Wheat,1994,23796,1083.0,61357.0,27.07
11369,India,Wheat,1994,23796,1083.0,61357.0,25.01
11370,India,Wheat,1994,23796,1083.0,61357.0,25.92
11371,India,Wheat,1994,23796,1083.0,61357.0,25.33
11372,India,Wheat,1994,23796,1083.0,61357.0,24.29
11373,India,Wheat,1994,23796,1083.0,61357.0,25.75
11374,India,Wheat,1994,23796,1083.0,61357.0,25.87
11375,India,Wheat,1994,23796,1083.0,61357.0,25.71
11376,India,Wheat,1994,23796,1083.0,61357.0,24.84
11377,India,Wheat,1994,23796,1083.0,61357.0,26.46
11378,India,Wheat,1994,23796,1083.0,61357.0,24.71
11379,India,Wheat,1994,23796,1083.0,61357.0,26.55
11380,India,Wheat,1994,23796,1083.0,61357.0,26.55
11381,India,Wheat,1994,23796,1083.0,61357.0,25.95
11536,India,Wheat,1995,25590,1083.0,61257.0,25.86
11537,India,Wheat,1995,25590,1083.0,61257.0,27.2
11538,India,Wheat,1995,25590,1083.0,61257.0,26.15
11539,India,Wheat,1995,25590,1083.0,61257.0,24.04
11540,India,Wheat,1995,25590,1083.0,61257.0,25.44
11541,India,Wheat,1995,25590,1083.0,61257.0,25.73
11542,India,Wheat,1995,25590,1083.0,61257.0,25.92
11543,India,Wheat,1995,25590,1083.0,61257.0,26.62
11544,India,Wheat,1995,25590,1083.0,61257.0,27.24
11545,India,Wheat,1995,25590,1083.0,61257.0,25.5
11546,India,Wheat,1995,25590,1083.0,61257.0,26.13
11547,India,Wheat,1995,25590,1083.0,61257.0,25.55
11548,India,Wheat,1995,25590,1083.0,61257.0,24.04
11549,India,Wheat,1995,25590,1083.0,61257.0,26.04
11550,India,Wheat,1995,25590,1083.0,61257.0,25.92
11551,India,Wheat,1995,25590,1083.0,61257.0,25.76
11552,India,Wheat,1995,25590,1083.0,61257.0,25.24
11553,India,Wheat,1995,25590,1083.0,61257.0,26.72
11554,India,Wheat,1995,25590,1083.0,61257.0,24.64
11555,India,Wheat,1995,25590,1083.0,61257.0,27.03
11556,India,Wheat,1995,25590,1083.0,61257.0,27.03
11557,India,Wheat,1995,25590,1083.0,61257.0,26.01
11712,India,Wheat,1996,24828,1083.0,56114.0,25.63
11713,India,Wheat,1996,24828,1083.0,56114.0,27.06
11714,India,Wheat,1996,24828,1083.0,56114.0,26.1
11715,India,Wheat,1996,24828,1083.0,56114.0,23.81
11716,India,Wheat,1996,24828,1083.0,56114.0,25.41
11717,India,Wheat,1996,24828,1083.0,56114.0,25.9
11718,India,Wheat,1996,24828,1083.0,56114.0,25.55
11719,India,Wheat,1996,24828,1083.0,56114.0,26.65
11720,India,Wheat,1996,24828,1083.0,56114.0,27.37
11721,India,Wheat,1996,24828,1083.0,56114.0,25.55
11722,India,Wheat,1996,24828,1083.0,56114.0,25.79
11723,India,Wheat,1996,24828,1083.0,56114.0,25.31
11724,India,Wheat,1996,24828,1083.0,56114.0,23.81
11725,India,Wheat,1996,24828,1083.0,56114.0,26.46
11726,India,Wheat,1996,24828,1083.0,56114.0,25.55
11727,India,Wheat,1996,24828,1083.0,56114.0,25.75
11728,India,Wheat,1996,24828,1083.0,56114.0,25.34
11729,India,Wheat,1996,24828,1083.0,56114.0,26.64
11730,India,Wheat,1996,24828,1083.0,56114.0,24.78
11731,India,Wheat,1996,24828,1083.0,56114.0,27.01
11732,India,Wheat,1996,24828,1083.0,56114.0,27.01
11733,India,Wheat,1996,24828,1083.0,56114.0,25.99
11888,India,Wheat,1997,26789,1083.0,52279.0,24.92
11889,India,Wheat,1997,26789,1083.0,52279.0,26.45
11890,India,Wheat,1997,26789,1083.0,52279.0,25.58
11891,India,Wheat,1997,26789,1083.0,52279.0,23.26
11892,India,Wheat,1997,26789,1083.0,52279.0,25.68
11893,India,Wheat,1997,26789,1083.0,52279.0,25.09
11894,India,Wheat,1997,26789,1083.0,52279.0,24.71
11895,India,Wheat,1997,26789,1083.0,52279.0,26.19
11896,India,Wheat,1997,26789,1083.0,52279.0,27.47
11897,India,Wheat,1997,26789,1083.0,52279.0,24.77
11898,India,Wheat,1997,26789,1083.0,52279.0,24.83
11899,India,Wheat,1997,26789,1083.0,52279.0,24.71
11900,India,Wheat,1997,26789,1083.0,52279.0,23.26
11901,India,Wheat,1997,26789,1083.0,52279.0,25.75
11902,India,Wheat,1997,26789,1083.0,52279.0,24.71
11903,India,Wheat,1997,26789,1083.0,52279.0,25.46
11904,India,Wheat,1997,26789,1083.0,52279.0,25.21
11905,India,Wheat,1997,26789,1083.0,52279.0,26.38
11906,India,Wheat,1997,26789,1083.0,52279.0,24.55
11907,India,Wheat,1997,26789,1083.0,52279.0,26.53
11908,India,Wheat,1997,26789,1083.0,52279.0,26.53
11909,India,Wheat,1997,26789,1083.0,52279.0,25.58
12064,India,Wheat,1998,24852,1083.0,49157.0,25.91
12065,India,Wheat,1998,24852,1083.0,49157.0,27.48
12066,India,Wheat,1998,24852,1083.0,49157.0,26.35
12067,India,Wheat,1998,24852,1083.0,49157.0,24.34
12068,India,Wheat,1998,24852,1083.0,49157.0,26.01
12069,India,Wheat,1998,24852,1083.0,49157.0,26.12
12070,India,Wheat,1998,24852,1083.0,49157.0,25.77
12071,India,Wheat,1998,24852,1083.0,49157.0,26.69
12072,India,Wheat,1998,24852,1083.0,49157.0,27.87
12073,India,Wheat,1998,24852,1083.0,49157.0,25.87
12074,India,Wheat,1998,24852,1083.0,49157.0,26.27
12075,India,Wheat,1998,24852,1083.0,49157.0,25.46
12076,India,Wheat,1998,24852,1083.0,49157.0,24.34
12077,India,Wheat,1998,24852,1083.0,49157.0,26.4
12078,India,Wheat,1998,24852,1083.0,49157.0,25.77
12079,India,Wheat,1998,24852,1083.0,49157.0,25.87
12080,India,Wheat,1998,24852,1083.0,49157.0,25.55
12081,India,Wheat,1998,24852,1083.0,49157.0,27.09
12082,India,Wheat,1998,24852,1083.0,49157.0,24.84
12083,India,Wheat,1998,24852,1083.0,49157.0,27.32
12084,India,Wheat,1998,24852,1083.0,49157.0,27.32
12085,India,Wheat,1998,24852,1083.0,49157.0,26.12
12240,India,Wheat,1999,25901,1083.0,46195.0,26.12
12241,India,Wheat,1999,25901,1083.0,46195.0,27.21
12242,India,Wheat,1999,25901,1083.0,46195.0,26.4
12243,India,Wheat,1999,25901,1083.0,46195.0,24.9
12244,India,Wheat,1999,25901,1083.0,46195.0,25.29
12245,India,Wheat,1999,25901,1083.0,46195.0,25.74
12246,India,Wheat,1999,25901,1083.0,46195.0,26.36
12247,India,Wheat,1999,25901,1083.0,46195.0,26.86
12248,India,Wheat,1999,25901,1083.0,46195.0,27.24
12249,India,Wheat,1999,25901,1083.0,46195.0,25.5
12250,India,Wheat,1999,25901,1083.0,46195.0,26.42
12251,India,Wheat,1999,25901,1083.0,46195.0,25.78
12252,India,Wheat,1999,25901,1083.0,46195.0,24.9
12253,India,Wheat,1999,25901,1083.0,46195.0,26.06
12254,India,Wheat,1999,25901,1083.0,46195.0,26.36
12255,India,Wheat,1999,25901,1083.0,46195.0,25.97
12256,India,Wheat,1999,25901,1083.0,46195.0,25.1
12257,India,Wheat,1999,25901,1083.0,46195.0,26.85
12258,India,Wheat,1999,25901,1083.0,46195.0,24.93
12259,India,Wheat,1999,25901,1083.0,46195.0,26.96
12260,India,Wheat,1999,25901,1083.0,46195.0,26.96
12261,India,Wheat,1999,25901,1083.0,46195.0,26.21
12416,India,Wheat,2000,27785,1083.0,44957.52,25.98
12417,India,Wheat,2000,27785,1083.0,44957.52,27.44
12418,India,Wheat,2000,27785,1083.0,44957.52,26.13
12419,India,Wheat,2000,27785,1083.0,44957.52,24.57
12420,India,Wheat,2000,27785,1083.0,44957.52,25.34
12421,India,Wheat,2000,27785,1083.0,44957.52,25.93
12422,India,Wheat,2000,27785,1083.0,44957.52,26.05
12423,India,Wheat,2000,27785,1083.0,44957.52,26.49
12424,India,Wheat,2000,27785,1083.0,44957.52,27.23
12425,India,Wheat,2000,27785,1083.0,44957.52,25.62
12426,India,Wheat,2000,27785,1083.0,44957.52,26.43
12427,India,Wheat,2000,27785,1083.0,44957.52,25.35
12428,India,Wheat,2000,27785,1083.0,44957.52,24.57
12429,India,Wheat,2000,27785,1083.0,44957.52,26.18
12430,India,Wheat,2000,27785,1083.0,44957.52,26.05
12431,India,Wheat,2000,27785,1083.0,44957.52,25.58
12432,India,Wheat,2000,27785,1083.0,44957.52,25.11
12433,India,Wheat,2000,27785,1083.0,44957.52,27.08
12434,India,Wheat,2000,27785,1083.0,44957.52,24.69
12435,India,Wheat,2000,27785,1083.0,44957.52,27.03
12436,India,Wheat,2000,27785,1083.0,44957.52,27.03
12437,India,Wheat,2000,27785,1083.0,44957.52,25.93
12592,India,Wheat,2001,27081,1083.0,43720.04,25.76
12593,India,Wheat,2001,27081,1083.0,43720.04,27.2
12594,India,Wheat,2001,27081,1083.0,43720.04,26.02
12595,India,Wheat,2001,27081,1083.0,43720.04,24.5
12596,India,Wheat,2001,27081,1083.0,43720.04,25.53
12597,India,Wheat,2001,27081,1083.0,43720.04,25.95
12598,India,Wheat,2001,27081,1083.0,43720.04,25.86
12599,India,Wheat,2001,27081,1083.0,43720.04,26.52
12600,India,Wheat,2001,27081,1083.0,43720.04,27.56
12601,India,Wheat,2001,27081,1083.0,43720.04,25.59
12602,India,Wheat,2001,27081,1083.0,43720.04,26.02
12603,India,Wheat,2001,27081,1083.0,43720.04,25.33
12604,India,Wheat,2001,27081,1083.0,43720.04,24.5
12605,India,Wheat,2001,27081,1083.0,43720.04,26.32
12606,India,Wheat,2001,27081,1083.0,43720.04,25.86
12607,India,Wheat,2001,27081,1083.0,43720.04,25.82
12608,India,Wheat,2001,27081,1083.0,43720.04,25.34
12609,India,Wheat,2001,27081,1083.0,43720.04,26.91
12610,India,Wheat,2001,27081,1083.0,43720.04,24.76
12611,India,Wheat,2001,27081,1083.0,43720.04,26.9
12612,India,Wheat,2001,27081,1083.0,43720.04,26.9
12613,India,Wheat,2001,27081,1083.0,43720.04,25.92
12768,India,Wheat,2002,27621,1083.0,42482.56,26.66
12769,India,Wheat,2002,27621,1083.0,42482.56,27.72
12770,India,Wheat,2002,27621,1083.0,42482.56,26.79
12771,India,Wheat,2002,27621,1083.0,42482.56,24.91
12772,India,Wheat,2002,27621,1083.0,42482.56,25.76
12773,India,Wheat,2002,27621,1083.0,42482.56,26.55
12774,India,Wheat,2002,27621,1083.0,42482.56,26.63
12775,India,Wheat,2002,27621,1083.0,42482.56,26.7
12776,India,Wheat,2002,27621,1083.0,42482.56,27.67
12777,India,Wheat,2002,27621,1083.0,42482.56,26.15
12778,India,Wheat,2002,27621,1083.0,42482.56,27.03
12779,India,Wheat,2002,27621,1083.0,42482.56,26.12
12780,India,Wheat,2002,27621,1083.0,42482.56,24.91
12781,India,Wheat,2002,27621,1083.0,42482.56,26.75
12782,India,Wheat,2002,27621,1083.0,42482.56,26.63
12783,India,Wheat,2002,27621,1083.0,42482.56,26.06
12784,India,Wheat,2002,27621,1083.0,42482.56,25.58
12785,India,Wheat,2002,27621,1083.0,42482.56,27.15
12786,India,Wheat,2002,27621,1083.0,42482.56,25.07
12787,India,Wheat,2002,27621,1083.0,42482.56,27.35
12788,India,Wheat,2002,27621,1083.0,42482.56,27.35
12789,India,Wheat,2002,27621,1083.0,42482.56,26.49
12944,India,Wheat,2004,27132,1083.0,35113.0,26.11
12945,India,Wheat,2004,27132,1083.0,35113.0,27.63
12946,India,Wheat,2004,27132,1083.0,35113.0,26.25
12947,India,Wheat,2004,27132,1083.0,35113.0,24.85
12948,India,Wheat,2004,27132,1083.0,35113.0,25.25
12949,India,Wheat,2004,27132,1083.0,35113.0,26.22
12950,India,Wheat,2004,27132,1083.0,35113.0,26.24
12951,India,Wheat,2004,27132,1083.0,35113.0,26.63
12952,India,Wheat,2004,27132,1083.0,35113.0,27.23
12953,India,Wheat,2004,27132,1083.0,35113.0,25.98
12954,India,Wheat,2004,27132,1083.0,35113.0,26.64
12955,India,Wheat,2004,27132,1083.0,35113.0,25.59
12956,India,Wheat,2004,27132,1083.0,35113.0,24.85
12957,India,Wheat,2004,27132,1083.0,35113.0,26.41
12958,India,Wheat,2004,27132,1083.0,35113.0,26.24
12959,India,Wheat,2004,27132,1083.0,35113.0,25.69
12960,India,Wheat,2004,27132,1083.0,35113.0,25.32
12961,India,Wheat,2004,27132,1083.0,35113.0,27.16
12962,India,Wheat,2004,27132,1083.0,35113.0,24.69
12963,India,Wheat,2004,27132,1083.0,35113.0,27.29
12964,India,Wheat,2004,27132,1083.0,35113.0,27.29
12965,India,Wheat,2004,27132,1083.0,35113.0,25.95
13120,India,Wheat,2005,26016,1083.0,35342.0,25.85
13121,India,Wheat,2005,26016,1083.0,35342.0,26.83
13122,India,Wheat,2005,26016,1083.0,35342.0,26.28
13123,India,Wheat,2005,26016,1083.0,35342.0,24.12
13124,India,Wheat,2005,26016,1083.0,35342.0,25.48
13125,India,Wheat,2005,26016,1083.0,35342.0,25.82
13126,India,Wheat,2005,26016,1083.0,35342.0,25.72
13127,India,Wheat,2005,26016,1083.0,35342.0,26.73
13128,India,Wheat,2005,26016,1083.0,35342.0,27.49
13129,India,Wheat,2005,26016,1083.0,35342.0,25.4
13130,India,Wheat,2005,26016,1083.0,35342.0,25.77
13131,India,Wheat,2005,26016,1083.0,35342.0,25.62
13132,India,Wheat,2005,26016,1083.0,35342.0,24.12
13133,India,Wheat,2005,26016,1083.0,35342.0,26.23
13134,India,Wheat,2005,26016,1083.0,35342.0,25.72
13135,India,Wheat,2005,26016,1083.0,35342.0,26.11
13136,India,Wheat,2005,26016,1083.0,35342.0,25.09
13137,India,Wheat,2005,26016,1083.0,35342.0,26.51
13138,India,Wheat,2005,26016,1083.0,35342.0,25.07
13139,India,Wheat,2005,26016,1083.0,35342.0,26.72
13140,India,Wheat,2005,26016,1083.0,35342.0,26.72
13141,India,Wheat,2005,26016,1083.0,35342.0,26.3
13296,India,Wheat,2006,26188,1083.0,37423.0,26.34
13297,India,Wheat,2006,26188,1083.0,37423.0,27.28
13298,India,Wheat,2006,26188,1083.0,37423.0,26.39
13299,India,Wheat,2006,26188,1083.0,37423.0,24.72
13300,India,Wheat,2006,26188,1083.0,37423.0,25.42
13301,India,Wheat,2006,26188,1083.0,37423.0,26.04
13302,India,Wheat,2006,26188,1083.0,37423.0,26.37
13303,India,Wheat,2006,26188,1083.0,37423.0,26.99
13304,India,Wheat,2006,26188,1083.0,37423.0,27.47
13305,India,Wheat,2006,26188,1083.0,37423.0,25.78
13306,India,Wheat,2006,26188,1083.0,37423.0,26.43
13307,India,Wheat,2006,26188,1083.0,37423.0,25.85
13308,India,Wheat,2006,26188,1083.0,37423.0,24.72
13309,India,Wheat,2006,26188,1083.0,37423.0,26.37
13310,India,Wheat,2006,26188,1083.0,37423.0,26.37
13311,India,Wheat,2006,26188,1083.0,37423.0,26.13
13312,India,Wheat,2006,26188,1083.0,37423.0,25.31
13313,India,Wheat,2006,26188,1083.0,37423.0,26.94
13314,India,Wheat,2006,26188,1083.0,37423.0,24.98
13315,India,Wheat,2006,26188,1083.0,37423.0,27.15
13316,India,Wheat,2006,26188,1083.0,37423.0,27.15
13317,India,Wheat,2006,26188,1083.0,37423.0,26.28
13472,India,Wheat,2007,27079,1083.0,27422.77,26.0
13473,India,Wheat,2007,27079,1083.0,27422.77,27.51
13474,India,Wheat,2007,27079,1083.0,27422.77,25.98
13475,India,Wheat,2007,27079,1083.0,27422.77,24.6
13476,India,Wheat,2007,27079,1083.0,27422.77,25.46
13477,India,Wheat,2007,27079,1083.0,27422.77,25.95
13478,India,Wheat,2007,27079,1083.0,27422.77,26.15
13479,India,Wheat,2007,27079,1083.0,27422.77,26.58
13480,India,Wheat,2007,27079,1083.0,27422.77,27.55
13481,India,Wheat,2007,27079,1083.0,27422.77,25.66
13482,India,Wheat,2007,27079,1083.0,27422.77,26.27
13483,India,Wheat,2007,27079,1083.0,27422.77,25.44
13484,India,Wheat,2007,27079,1083.0,27422.77,24.6
13485,India,Wheat,2007,27079,1083.0,27422.77,26.39
13486,India,Wheat,2007,27079,1083.0,27422.77,26.15
13487,India,Wheat,2007,27079,1083.0,27422.77,25.59
13488,India,Wheat,2007,27079,1083.0,27422.77,25.58
13489,India,Wheat,2007,27079,1083.0,27422.77,27.23
13490,India,Wheat,2007,27079,1083.0,27422.77,24.59
13491,India,Wheat,2007,27079,1083.0,27422.77,27.31
13492,India,Wheat,2007,27079,1083.0,27422.77,27.31
13493,India,Wheat,2007,27079,1083.0,27422.77,25.82
13648,India,Wheat,2008,28022,1083.0,14485.33,25.57
13649,India,Wheat,2008,28022,1083.0,14485.33,27.05
13650,India,Wheat,2008,28022,1083.0,14485.33,25.78
13651,India,Wheat,2008,28022,1083.0,14485.33,24.25
13652,India,Wheat,2008,28022,1083.0,14485.33,25.35
13653,India,Wheat,2008,28022,1083.0,14485.33,25.65
13654,India,Wheat,2008,28022,1083.0,14485.33,25.68
13655,India,Wheat,2008,28022,1083.0,14485.33,26.52
13656,India,Wheat,2008,28022,1083.0,14485.33,27.45
13657,India,Wheat,2008,28022,1083.0,14485.33,25.3
13658,India,Wheat,2008,28022,1083.0,14485.33,25.88
13659,India,Wheat,2008,28022,1083.0,14485.33,25.11
13660,India,Wheat,2008,28022,1083.0,14485.33,24.25
13661,India,Wheat,2008,28022,1083.0,14485.33,26.19
13662,India,Wheat,2008,28022,1083.0,14485.33,25.68
13663,India,Wheat,2008,28022,1083.0,14485.33,25.56
13664,India,Wheat,2008,28022,1083.0,14485.33,25.23
13665,India,Wheat,2008,28022,1083.0,14485.33,26.51
13666,India,Wheat,2008,28022,1083.0,14485.33,24.51
13667,India,Wheat,2008,28022,1083.0,14485.33,26.83
13668,India,Wheat,2008,28022,1083.0,14485.33,26.83
13669,India,Wheat,2008,28022,1083.0,14485.33,25.66
13824,India,Wheat,2009,29071,1083.0,28707.01,26.55
13825,India,Wheat,2009,29071,1083.0,28707.01,28.1
13826,India,Wheat,2009,29071,1083.0,28707.01,26.76
13827,India,Wheat,2009,29071,1083.0,28707.01,24.87
13828,India,Wheat,2009,29071,1083.0,28707.01,25.73
13829,India,Wheat,2009,29071,1083.0,28707.01,26.68
13830,India,Wheat,2009,29071,1083.0,28707.01,26.55
13831,India,Wheat,2009,29071,1083.0,28707.01,27.15
13832,India,Wheat,2009,29071,1083.0,28707.01,28.03
13833,India,Wheat,2009,29071,1083.0,28707.01,26.41
13834,India,Wheat,2009,29071,1083.0,28707.01,26.92
13835,India,Wheat,2009,29071,1083.0,28707.01,25.99
13836,India,Wheat,2009,29071,1083.0,28707.01,24.87
13837,India,Wheat,2009,29071,1083.0,28707.01,27.14
13838,India,Wheat,2009,29071,1083.0,28707.01,26.55
13839,India,Wheat,2009,29071,1083.0,28707.01,26.31
13840,India,Wheat,2009,29071,1083.0,28707.01,25.87
13841,India,Wheat,2009,29071,1083.0,28707.01,27.43
13842,India,Wheat,2009,29071,1083.0,28707.01,25.38
13843,India,Wheat,2009,29071,1083.0,28707.01,27.82
13844,India,Wheat,2009,29071,1083.0,28707.01,27.82
13845,India,Wheat,2009,29071,1083.0,28707.01,26.55
14000,India,Wheat,2010,28395,1083.0,40093.69,26.51
14001,India,Wheat,2010,28395,1083.0,40093.69,28.02
14002,India,Wheat,2010,28395,1083.0,40093.69,26.81
14003,India,Wheat,2010,28395,1083.0,40093.69,24.98
14004,India,Wheat,2010,28395,1083.0,40093.69,25.71
14005,India,Wheat,2010,28395,1083.0,40093.69,26.61
14006,India,Wheat,2010,28395,1083.0,40093.69,26.52
14007,India,Wheat,2010,28395,1083.0,40093.69,27.29
14008,India,Wheat,2010,28395,1083.0,40093.69,27.69
14009,India,Wheat,2010,28395,1083.0,40093.69,26.31
14010,India,Wheat,2010,28395,1083.0,40093.69,26.82
14011,India,Wheat,2010,28395,1083.0,40093.69,26.02
14012,India,Wheat,2010,28395,1083.0,40093.69,24.98
14013,India,Wheat,2010,28395,1083.0,40093.69,26.93
14014,India,Wheat,2010,28395,1083.0,40093.69,26.52
14015,India,Wheat,2010,28395,1083.0,40093.69,26.54
14016,India,Wheat,2010,28395,1083.0,40093.69,25.75
14017,India,Wheat,2010,28395,1083.0,40093.69,27.16
14018,India,Wheat,2010,28395,1083.0,40093.69,25.54
14019,India,Wheat,2010,28395,1083.0,40093.69,27.68
14020,India,Wheat,2010,28395,1083.0,40093.69,27.68
14021,India,Wheat,2010,28395,1083.0,40093.69,26.67
14176,India,Wheat,2011,29886,1083.0,55540.0,25.53
14177,India,Wheat,2011,29886,1083.0,55540.0,27.29
14178,India,Wheat,2011,29886,1083.0,55540.0,25.81
14179,India,Wheat,2011,29886,1083.0,55540.0,24.35
14180,India,Wheat,2011,29886,1083.0,55540.0,25.36
14181,India,Wheat,2011,29886,1083.0,55540.0,25.72
14182,India,Wheat,2011,29886,1083.0,55540.0,25.63
14183,India,Wheat,2011,29886,1083.0,55540.0,26.41
14184,India,Wheat,2011,29886,1083.0,55540.0,27.41
14185,India,Wheat,2011,29886,1083.0,55540.0,25.45
14186,India,Wheat,2011,29886,1083.0,55540.0,25.92
14187,India,Wheat,2011,29886,1083.0,55540.0,25.06
14188,India,Wheat,2011,29886,1083.0,55540.0,24.35
14189,India,Wheat,2011,29886,1083.0,55540.0,26.0
14190,India,Wheat,2011,29886,1083.0,55540.0,25.63
14191,India,Wheat,2011,29886,1083.0,55540.0,25.48
14192,India,Wheat,2011,29886,1083.0,55540.0,25.16
14193,India,Wheat,2011,29886,1083.0,55540.0,26.84
14194,India,Wheat,2011,29886,1083.0,55540.0,24.5
14195,India,Wheat,2011,29886,1083.0,55540.0,27.02
14196,India,Wheat,2011,29886,1083.0,55540.0,27.02
14197,India,Wheat,2011,29886,1083.0,55540.0,25.64
14352,India,Wheat,2012,31775,1083.0,52980.0,25.86
14353,India,Wheat,2012,31775,1083.0,52980.0,27.03
14354,India,Wheat,2012,31775,1083.0,52980.0,26.21
14355,India,Wheat,2012,31775,1083.0,52980.0,24.37
14356,India,Wheat,2012,31775,1083.0,52980.0,26.04
14357,India,Wheat,2012,31775,1083.0,52980.0,25.82
14358,India,Wheat,2012,31775,1083.0,52980.0,25.89
14359,India,Wheat,2012,31775,1083.0,52980.0,26.94
